Account Number,Location,Datetime,Account Currency,Product Type,Account Status,Financial Institution,Account Currency Balance,Base Currency Balance (GBP),Entity
615737863258,Qatar,Mon Jan 31 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,0-36883.05-43961.7313291.4837171.35-39271.4727211.132613.05-67789.98,,"Kris, Legros and Cartwright"
615737863258,Qatar,Tue Feb 01 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,0-72216.0677361.36-4284.59-30260.0898533.6722364.3875605.4184367.167038.869657.38-4416.62-37134.1-78880.284163.17-96712.3215528.0397527.13-74515.7742118.1130282.1339647.3390893.8981594.0423975.2191228.3560066.36-90689.5939429.4851966.72-9452.6-14977.9820998.37-98599.72-99679.31-92824.843802.26-58613.33-10018.5791730.2863411.54-3030.0849240.0522912.76-62392.04265.15-9814.8649820.7538137.78-53398.63-40299.9121124.2727707.9610653.71-25136.88-29908.87-41421.55-90964.52-20962.4552669.6948628.11-88095.988014.7837716.8589967.61-3507.2688844.96-11245.836238.3124304.18-21434.34-47108.36-9561.72-39425.2438779.3644570.9376565.2841409.1541216.1480147.680031.14-11127.7218247.91-37112.2925696.74-37684.4273825.4437116.8637574.7444366.8550960.25-20631.17,,"Kris, Legros and Cartwright"
615737863258,Qatar,Wed Feb 02 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,0-3493.14-43992.48-98436.321846.14-42800.2440140.8248394.2411966.08-95004.3974381.079626.8885169.2127915.03-15117.7397201.16-95450.8399256.06-37624.85-35425.4890471.0420151.9872338.1289434.2664000.49-92340.57-9188.99-36768.36-41230.72-8358.0248815.9653619.29-94959.0767687.3920679.1689624.24-26628.8338224.52-89486.6469278.2850911.6896502.02-34572.76,,"Kris, Legros and Cartwright"
615737863258,Qatar,Thu Feb 03 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,058168.7815342.8961906.18-76332.564255.82-20083.2570859.44-15353.5962446.61-25258.91-63873.38-47964.7220683.2142203.82-6207.7329136.3873052.360807.062219.58-98951.7552207.7188113.18-50375.8976700.2475861.36-95479.75-32369.25-40201.27-45637.03-26148.97-22454.0416308.5-3480.84-2041.93-90827.3234326.8311.4-43846.35-33285.8382605.8-61915.89-27636.2214861.781437.9729731.1166741.7793796.5-10421.6-23798.79-14353.47-28045.6346702.5331499.622698.08-46415.42-91085.4112672.91-84611.65-93156.3-28682.9-64137.6569560.56-83553.077053.56-8723.4544633.76-1212.0741463.625913.59-34407.09-38739.06-82233.91-24122.2764426.29-96189.1329744.47-8949.4528370.5487496.7268372.14-76733.22-86379.53-39386.1963869.22-33490.24-24806.06-14769.6221101.6879258.67-79236.79-21955.6250587.1129457.75,,"Kris, Legros and Cartwright"
615737863258,Qatar,Fri Feb 04 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,0-44607.4-65388.22-6709997769.8434398.57-71671.3445887.67-42187.73-7773.797811.5171907.96-46452.51-71403.8312090.37-45391.21-52916.8829987-67224.9783849.75-78987.28-56241.95-84960.1648302.7117714.7-63425.18-34407.983236.8187816.8256200.790819.13-62740.26-15448.94-97189.99-65197.74-85825.6576984.2739346.6125318.21-46269.210375.744859.4849292.16-57396.85-16660.036933.87-83950.86-64468-14616.13-34588.55-37133.9582158.95-3485.68-1123.01-20369.03-18940.9532896.5565384.39-53566.94-13102.383514.3746445.5342203.59-9209.7732237.1757101.7-51221.31-38677.2753273.83-78383.7962515.41-10733.6218792.09-7492.6364727.3980503.8922416.2669549.1812587.91-86554.11,,"Kris, Legros and Cartwright"
615737863258,Qatar,Sat Feb 05 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,019608.14-4022.3443314.1557903.07-13795.07-41266.1986222.23-38077.41-45045.587230.5762374.8-26352.6937033.5123502.2764857.9729577.7726505.3-3207.6572068.5234031.35-21946.134576.3759235.01-68865.57-73110.49-24990.66-27217.1842435.62-13931.7657017.786521.85-63253.652567.55-82566-477.79-54938.3932522.7476429.74-71499.26-67895.6-80667.76-49605.18-11692.63-7143.5570883.57-82743.5342770.57-2985.73-70441.73-56082.729595.85-16807.75-3731.5677105.96-15128.9426077.12-12388.8696977.86-12428.79-75232.4633007.986179.5471176.5929503.98-65198.84-51748.34-9126.345341.85-80047.83-27900.57-71267.6269844.3332350.53-28951.1640534.57-14021.08-65295.6176668.2835308.4626086.1944474.9210395.0295683.819891.2572479.76-89484.97-40856.97-73034.5767817.7287424.44-97325.3766929.344749.1228945.237622.925328.7367548.73,,"Kris, Legros and Cartwright"
615737863258,Qatar,Sun Feb 06 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,095767.44-17574.2210126.475290.3915742.78-95228.372649.147526.4-65349.37-68856.153141091938.512558.15-43593.2351065.87-38568.9195533.3987773.43-78462.6618401.2742858.3794084.33-95734.235563.9794716.5754956.03-82880.76-87349.2553852.78-47412.63-51318.45-10010.9142456.3271904.77-52554.88-64056.4294968.1559992.6395554.78-18267.7694600.6954896.0741299.26-41787.18-45372.61-41401.24-5747484326.65-63066.37-72374.8232682.6450386.7234793.7395488.86-69290.6170118.5653903.59,,"Kris, Legros and Cartwright"
615737863258,Qatar,Mon Feb 07 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,0-22901.09-81613.7682431.96-33674.06-62131.688150.432187.4376516.4599769.15-32823.5321156.3263875.665796.43-66931.3844911.8883565.43-51207.91-28106.5-47515.83-94090.49-3242.4990960.04-951.245970.41-49489.4462795.1-63442.0777115.23-16877.9686502.5837818.2964202.38-64003.23-76181.3622878.0855024.74865.0630523.07-90664.0180621.18-97664.3825339.064837.4596302.9378387.037013.61-92371.7455519.4199159.7753674.5897780.6-93824.64-21376.1851451.3347848.8823165.13-36268.8677022.8669860.57-21138.33-34243.294271.79-38098.462717.1948894.18-89344.520762.61-30299.699435.43-40698.93-68507.1236197.6434459.83-83626.74-43126.15-39678.3517531.03-2799.21-35395.83-11311.67-53074.91-94831.5723669.77-59517.9551708.78-29282.4482251.6941904.3776724.81-62629.66-13890.13-36572.87-6041.98-79666.22-54946.78-9087.6878555.13,,"Kris, Legros and Cartwright"
615737863258,Qatar,Tue Feb 08 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,0-91620.5736547.5-86956.2-2637.0843419.3750869.3687952.4-82338.5538882.8221358.16,,"Kris, Legros and Cartwright"
615737863258,Qatar,Wed Feb 09 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,0-54838.5476279.6880139.4980775.58-25835.4894893.041969.5-51330.05-69897.6789164.96-943.8-50575.3859091.8422162.29-71348.4727475.6532473.56-43874.1776828.66-48225.4965486.9124256.53-73250.787858.33-12377-80914.89-72995.5363332.8433585.9751686.4-38600.2711394.61-56339.5249618.56-69545.5297300.1737823.11,,"Kris, Legros and Cartwright"
615737863258,Qatar,Thu Feb 10 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,0-51916.211069.85-75509.45-30765.3719306.02-48977.4191514.56-79406.7198456.64-34975.08-78103.7595731.77-82446.0234653.28-7508.11,,"Kris, Legros and Cartwright"
615737863258,Qatar,Fri Feb 11 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,0-94238.4620454.3578021.4224402.0967232.95-37529.31-53506.28-63189.66-80336.4538430.47-7807.97-49357.1641844.8666674.77-89560.852928.79-6429.5811675.61-30739.68-65137.5498930.65-70671.7434179.4716386.58-37718.57-15807.44-20861.9-46936.7189404.5-50515.09-56969.11-74739.5171249.04-84202.7365821.27-33455.6594257.07-82902.68-96958.57-5533.13-36518.2848354.0143250.19-50356.9883446.8927477.7738563.31-10084.47-89429.1719280.75-59338.83-39243.3121319.1325704.4212430.88-24072.58-7058.19-53967.9835639.48-52910.7220975.43-3490.79-413.62-19995.88-85658.9-69769.4928549.86-44367.9-73076.5141334.944639.418242.9792391.6929282.460368.61-63496.36-79220.1339477.9751342.2310128.6454162.5840441.1331.38-72171.6625436.7779307.5821405.6-99496.77,,"Kris, Legros and Cartwright"
615737863258,Qatar,Sat Feb 12 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,0-41250.96-77662.61-21544.58-98552.23-73766.16-98261.16,,"Kris, Legros and Cartwright"
615737863258,Qatar,Sun Feb 13 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,0-54676.52-87804.483737.1141414.14-31067.69-10950.38-68614.32-54383.265419.08-73177.66-70115.57-97884.41-62798.3814627.97-27926.3465114.9113842.192512.1864140.88-58052.3663395.4914399.791975.3483209.31-28778.92-66965.91-49939.81-64191.25-78661.0937892.55-73183.81-73836.6940989.0625664.893025.9816090.57-99235.1358269.96-92021.97-41919.39-9096.9486721.47-35184.9980284.4318890.4918118.78-25688.82-87388.64-25326.7929504.5684384.3862312.3760785.9232773.2396347.3281994.9961091.05-94852.0552685.7216512.6916372.47-61755.7197625.14-15681.1169666.16-41157.29-48616.11-53163.97-63617.6238259.1-73570.8151849.8149366.02-79773.2639945.7312500.2480067.13,,"Kris, Legros and Cartwright"
615737863258,Qatar,Mon Feb 14 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,078183.3329719.8332912.57-3040.922108.53-24555.9217244.5965542.1591647.6644113.3176601.9685330.7450876.485083.3449574.779359029075.23-49606.09-79630.8553407.3481506.4448596.82-87916.7-55272.96,,"Kris, Legros and Cartwright"
615737863258,Qatar,Tue Feb 15 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,068230.9776337.7952635.69-14184.3968197.7-77672.0987665.96-11182.38-9740.81-8277.87-3082.9565380.96-70229.7563491.37-27734.87-90597.59-91309.85-86312.16-30168.2811432.47-32426.59-50363.26-74837.3961654.2423264.57-49499.55-70614.47-88227.25-77289.76-91026.3253020.36-77595.17-20011.3434802.4654587.1684217.4-33627.95,,"Kris, Legros and Cartwright"
615737863258,Qatar,Wed Feb 16 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,026676.4778523.39-46622.146338561482.8680227.52-94516.83-39900.2880858.7568689.77-65239.72-61121.98-59694.2-17391.9-48562.91-46156.94-88033.0838240.79-97810.16-19831.6347458.4943769.78-65870.8616015.03-10720.3539321.79-59279.68-69045.4385062.65-2622.88-2546.39-34820.55-32224.2814770.4366408.4281900.34-77972.54-59243.07-18595.05-52823.817678.562699.78-34128.7632175.37-7332.9-71321.52-18946.53-59013.3178430.488673.528465.05-11002.8893219.574773.7387783.07-36599.541352.18-73077.23-77788.39-55012.34-20585.7457835.0769382.0788690.64-16186.2741131.0156409.1755091.64-3267.9941080.92-65628.61-51738.45-74123.4-79089.0472588.37-13816.14-78794.16-1403.29-94970.8-28654.4336789.49-3332170652.55-26488.26-26235.9-88747.97,,"Kris, Legros and Cartwright"
615737863258,Qatar,Thu Feb 17 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,0-34598.2177795.371846527185.25-84439.91-55955.1891546.05-71061.55-50818.4865925.59-66946.1549246.18-69932.46-92684.389126.0370025.9882052.4263103.6942862.21-4678.981350.17-79540.11-51411.5242734.2580157.54-87622.25-60724.04-11283.115009.26-454.843196.07-18681.35-11296.86-39850.2132023.35-80323.78,,"Kris, Legros and Cartwright"
615737863258,Qatar,Fri Feb 18 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,023473.8274151.4993614.2-76376.1790314.6413663.648696.1646859.35-48727.0751353.3868976.09-29942.557120.86-72581.15,,"Kris, Legros and Cartwright"
615737863258,Qatar,Sat Feb 19 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,0-55271.3-18354.58-62078.6-56360.3-32180.88-47707.89-62785.6223551.41-69755.81-39374.27-22594-97499.4634384.72-30850.6362764.73-59921.91-24342.9273552.3767109.6799485.59-76734.37-72601.39-36813.18-6228.64-58208.3539394.492142.25-33894.63-16703.54-46270.9766849.14-49777.21-30771.73-53141.3845108.28-61291.26-53777.87-35673.7863305.12-22277.09-70650.48-43801.16-60818.44-84638.8419732.6986197.9872646.44-47531.0965724.676799.7298909.59-44857.4949082.2195395.52-96906.09-98033.69-75169.8-70122.677673.54-45293.8440617.57-14916.2642491.22-24709.79-11021.99-60685.68-13888.35-3116.92-49777.1764117.334871.1884056.57-38496.21-95034.28-7557.0765331.9530529.29-64879.4347705.19-33791.24-91442.51-7236.89-90161.6-90420.82-37548.81-28877.69-99578.6241616.18,,"Kris, Legros and Cartwright"
615737863258,Qatar,Sun Feb 20 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,097019.5829794.24-45761.6490260.5175016.5319310.1698756.1921576.27-39697.0923129.9630249.373674.9136846.8996756.2-34587.7-85023.78-98972.6-57716.48-86635.26-53977.1747179.435572.2674587.07-75854.6-29310.36-54008.3584042-2348.6251113.26-29553.12-84298.8541647.95-45563.2-49445.12-86908.3122341.23-79909.76679.44-87305.75-24265.6277098.5535592.8486487.91-3027.152076.94-22795.86-22584.512144.22600.17-5137.2319358.06-35844.5113135.98-41508.9274736.31-80502.1421780.75-94787.33-67040.9827376.33-46356.7835026.63-84363.18-21187.29-75939.9915531.83-95588.0716460.47-46701.9639850.4230838.5359728.4123652.9754900.4598209.9299314.48-74320.45-22846.24-1632.64-33860.1-16932.8-8889.7131738.44,,"Kris, Legros and Cartwright"
615737863258,Qatar,Mon Feb 21 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,092109.02-41423.36-9860.48-24544.0823518.5335872.9317592.76-37892.25-49859.5251284.35-96391.1479373.09-10876.7-29801.86-56632.1-25498.23-49818.9657743.99-76110.7599226.8-38229.69-30549.97-91632.83-94288.3784220.12-14639.2248602.85-6701.64-90038.99-50900.49-99708.37-53149.61-43851.6290983.0931092.8659154.45-35557.8888587.5650271.7815250.9-34292.37-11198.0996254.9342835.3499898.4939769.8299181.7911881.1516361.566873.94-44093.34-69416.47-21248.815543.3250268.2696531.59-13098.38-41625.02-40457.17-55121.578611.5463326.6891636.0623409.51-95006.95-42604.59-74179.82-27993.77-32193.26-56424.7621400.07-5926.8712555.77-12153.79-26179.0631255.44-88550.0819940.03-23669.35-29727.4121759.8458143.8979444.22-83033.31-43239.03-81479.6776537.9934512.6933709.752015.8558629.67-49844.3458926.011044.84-22738.49-66166.94-82457.45,,"Kris, Legros and Cartwright"
615737863258,Qatar,Tue Feb 22 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,0-82991.26-50951.03-10339.461539.92-63428.6885408.9627896.79-83270.54-39797.4342962.2697621.8821141.75-48703.4276608.168137.58-30033.6-17117.7-89727.99-30276.13-35775.7723065.5713598.354102.9758483.8267691.7550869.2974339.68-26641.79-73642.3111426.9676089.9171797.13-45736.75-65629.67-84925.7175487.44-87827.6777512.82-43778.85-65108.252169.5764997.6789095.61-31125.81,,"Kris, Legros and Cartwright"
615737863258,Qatar,Wed Feb 23 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,023184.08-79263.6-81978.38-42483.21-49274.81-73395.45-73720.0296317.41-48996.31-37648.57-97948.3331933.76-76220.6276974.8167205.59-87485.98-86331.61-3233.65-52926.55-53483.1369491.19-48244.33-93117.95-46983.02-46076.9-46560.7481987.99-11972.9-19935.49421892954.0194451.72-4311.12-14179.38-37513.69-6325.2524682.83-7908.3425517.23-89663.81-42770.84-47260.8272796.03-52944.8485655.0477516.53-53306.88-58085.82-66361.9888729.08,,"Kris, Legros and Cartwright"
615737863258,Qatar,Thu Feb 24 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,049561.1434123.26-64336.54-56957.771040.18-87070.31-47348.87-41903.15-7453.66-25861.99-35949.58-93248.63-7149.3-46260.63-86388.77-33728.3-70184.1338774.8295713.0735405.2134848.76-10471.44-42875.14-14591.25-47255.123597.2270916.63-93531.286785.02-86155-56604.84-4604.71-26166.7247607.86-34112.4869386.7739268.9390114.7186467.5951551.5482617.2130265.21-76888.78-21713.56-92436.6297982.3213844.96-49522.98-49126.12-38853.4814354.0828720.16546578256.98-49777.49-1550.6916162.139729.8516269.2440618.6860166.75-9300.737909.28-85221.6955074.89-1677.821751.41-58617.97-7927.8-15815.474128.2963875.5250400.21-50518.111378.4659347.49-27239.6,,"Kris, Legros and Cartwright"
615737863258,Qatar,Fri Feb 25 2022 00:00:00 GMT+0000 (Greenwich Mean Time),EUR,Demand deposit,,Bank of 6,045776.8695125.0626683.5285846.8-21801.8955435.289048.62-3361.4890113.5945928.98-37602.0667847.153017.1740340.8812368.581840.2220506.11-40518.8840449.6392504.76-76207.29-7313.386960.5756837.6928448.82-46446.3-71918.8-71205.24-78334.0655676.717304.06-37196.025943.1561130.7972475.576479341272.91-48805.7612611.6292889.3355834.9622672.7888293.08-71292.8327001.72-55030.9449826.4171545.554223.91-17159.93-94035.5519752.6297234.19-42983.9594615.0362586.2124994.49-72838.2794777.9848788.8-45167.61-37666.17-94995.92251.05-75719.06-71869.1288998.0171811.16-62067.4765067.17-47959.38-33946.8146799.79-59993.9512177.01-97896.7889023.5960909.57-76282.4810816.8690258.1954864.5175921.31-43301.3748549.3816780.218038.99-36726.730065.4-77926.141194.97-56730.44-2421.3364562.484380.3555185.0323574.88,,"Kris, Legros and Cartwright"
